"","kingdom","phylum","class","order","family","genus","species","decimalLatitude","decimalLongitude","year","month","day","source"
"1747","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor",37.613403,-118.83171,"2019","6","9","GBIF"
"1748","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","6","9","GBIF"
"1749","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",37.613403,-118.83171,"2019","5","31","GBIF"
"1750","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613403,-118.83171,"2019","6","1","GBIF"
"1751","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","6","1","GBIF"
"1752","Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila caerulea",37.613403,-118.83171,"2019","6","9","GBIF"
"1753","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613846,-118.831726,"2019","5","7","GBIF"
"1754","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia decaocto",37.613403,-118.83171,"2019","6","9","GBIF"
"1755","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.613403,-118.83171,"2019","6","1","GBIF"
"1756","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613403,-118.83171,"2019","6","11","GBIF"
"1757","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613846,-118.831726,"2019","5","7","GBIF"
"1758","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613403,-118.83171,"2019","6","1","GBIF"
"1759","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613846,-118.831726,"2019","5","7","GBIF"
"1760","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",37.613846,-118.831726,"2019","5","7","GBIF"
"1761","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613846,-118.831726,"2019","5","7","GBIF"
"1762","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Artemisiospiza","Artemisiospiza nevadensis",37.614834,-118.82012,"2019","8","10","GBIF"
"1763","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613697,-118.831665,"2019","7","26","GBIF"
"1764","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613697,-118.831665,"2019","7","26","GBIF"
"1765","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",37.613697,-118.831665,"2019","7","26","GBIF"
"1766","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile gambeli",37.613403,-118.83171,"2019","6","10","GBIF"
"1767","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",37.613697,-118.831665,"2019","7","26","GBIF"
"1768","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus californicus",37.61389,-118.83225,"2019","6","18","GBIF"
"1769","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.613403,-118.83171,"2019","6","6","GBIF"
"1770","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.614834,-118.82012,"2019","8","10","GBIF"
"1771","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","6","10","GBIF"
"1772","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613697,-118.831665,"2019","7","26","GBIF"
"1773","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613403,-118.83171,"2019","5","31","GBIF"
"1774","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus",37.613403,-118.83171,"2019","6","8","GBIF"
"1775","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",37.612923,-118.8289,"2019","7","15","GBIF"
"1776","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",37.613403,-118.83171,"2019","6","6","GBIF"
"1777","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.614834,-118.82012,"2019","8","10","GBIF"
"1778","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor",37.613403,-118.83171,"2019","6","6","GBIF"
"1779","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.613403,-118.83171,"2019","5","31","GBIF"
"1780","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613697,-118.831665,"2019","7","26","GBIF"
"1781","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.613403,-118.83171,"2019","6","11","GBIF"
"1782","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.614834,-118.82012,"2019","8","10","GBIF"
"1783","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.61408,-118.832405,"2019","5","27","GBIF"
"1784","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus californicus",37.613403,-118.83171,"2019","6","8","GBIF"
"1785","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613403,-118.83171,"2019","6","6","GBIF"
"1786","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613403,-118.83171,"2019","6","10","GBIF"
"1787","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax oberholseri",37.614834,-118.82012,"2019","8","10","GBIF"
"1788","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile gambeli",37.613403,-118.83171,"2019","6","6","GBIF"
"1789","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613403,-118.83171,"2019","6","8","GBIF"
"1790","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.61389,-118.83225,"2019","6","18","GBIF"
"1791","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",37.613403,-118.83171,"2019","6","1","GBIF"
"1792","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613403,-118.83171,"2019","6","1","GBIF"
"1793","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","6","11","GBIF"
"1794","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",37.613697,-118.831665,"2019","7","26","GBIF"
"1795","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613403,-118.83171,"2019","6","10","GBIF"
"1796","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis tolmiei",37.613403,-118.83171,"2019","6","6","GBIF"
"1797","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",37.613403,-118.83171,"2019","6","8","GBIF"
"1798","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.613697,-118.831665,"2019","7","26","GBIF"
"1799","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax oberholseri",37.613403,-118.83171,"2019","6","8","GBIF"
"1800","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613403,-118.83171,"2019","6","1","GBIF"
"1801","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",37.613403,-118.83171,"2019","6","1","GBIF"
"1802","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga ruticilla",37.61417,-118.83205,"2019","6","4","GBIF"
"1803","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613403,-118.83171,"2019","6","10","GBIF"
"1804","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613403,-118.83171,"2019","6","8","GBIF"
"1805","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613403,-118.83171,"2019","5","31","GBIF"
"1806","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.61389,-118.83225,"2019","6","18","GBIF"
"1807","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.61389,-118.83225,"2019","6","18","GBIF"
"1808","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus",37.613403,-118.83171,"2019","6","9","GBIF"
"1809","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.613403,-118.83171,"2019","6","8","GBIF"
"1810","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",37.613403,-118.83171,"2019","6","8","GBIF"
"1811","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","6","6","GBIF"
"1812","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.613403,-118.83171,"2019","6","6","GBIF"
"1813","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",37.613403,-118.83171,"2019","6","11","GBIF"
"1814","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.614834,-118.82012,"2019","8","10","GBIF"
"1815","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","6","8","GBIF"
"1816","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta thalassina",37.614834,-118.82012,"2019","8","10","GBIF"
"1817","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613403,-118.83171,"2019","6","8","GBIF"
"1818","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor",37.613403,-118.83171,"2019","6","10","GBIF"
"1819","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613403,-118.83171,"2019","6","8","GBIF"
"1820","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis tolmiei",37.613403,-118.83171,"2019","6","8","GBIF"
"1821","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus cinerascens",37.613403,-118.83171,"2019","6","6","GBIF"
"1822","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana",37.613403,-118.83171,"2019","6","6","GBIF"
"1823","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus","Archilochus alexandri",37.613403,-118.83171,"2019","5","31","GBIF"
"1824","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.614834,-118.82012,"2019","8","10","GBIF"
"1825","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.613403,-118.83171,"2019","6","6","GBIF"
"1826","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Oreortyx","Oreortyx pictus",37.613403,-118.83171,"2019","6","10","GBIF"
"1827","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613403,-118.83171,"2019","6","1","GBIF"
"1828","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.613697,-118.831665,"2019","7","26","GBIF"
"1829","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613403,-118.83171,"2019","6","6","GBIF"
"1830","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613403,-118.83171,"2019","6","9","GBIF"
"1831","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.613403,-118.83171,"2019","5","31","GBIF"
"1832","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.61389,-118.83225,"2019","6","18","GBIF"
"1833","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613403,-118.83171,"2019","6","8","GBIF"
"1834","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613697,-118.831665,"2019","7","26","GBIF"
"1835","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","5","31","GBIF"
"1836","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",37.61389,-118.83225,"2019","6","18","GBIF"
"1837","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","5","31","GBIF"
"1838","Animalia","Chordata","Aves","Passeriformes","Mimidae","Oreoscoptes","Oreoscoptes montanus",37.614834,-118.82012,"2019","8","10","GBIF"
"1839","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.61408,-118.832405,"2019","5","27","GBIF"
"1840","Animalia","Chordata","Aves","Passeriformes","Mimidae","Oreoscoptes","Oreoscoptes montanus",37.613697,-118.831665,"2019","7","26","GBIF"
"1841","Animalia","Chordata","Aves","Galliformes","Phasianidae","Centrocercus","Centrocercus urophasianus",37.613697,-118.831665,"2019","7","26","GBIF"
"1842","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613697,-118.831665,"2019","7","26","GBIF"
"1843","Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila caerulea",37.613403,-118.83171,"2019","6","11","GBIF"
"1844","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana",37.614834,-118.82012,"2019","8","10","GBIF"
"1845","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.613403,-118.83171,"2019","5","31","GBIF"
"1846","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.613697,-118.831665,"2019","7","26","GBIF"
"1847","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","6","6","GBIF"
"1848","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.613697,-118.831665,"2019","7","26","GBIF"
"1849","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis tolmiei",37.613697,-118.831665,"2019","7","26","GBIF"
"1850","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.614834,-118.82012,"2019","8","10","GBIF"
"1851","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Passerina","Passerina amoena",37.613697,-118.831665,"2019","7","26","GBIF"
"1852","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","6","1","GBIF"
"1853","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.613403,-118.83171,"2019","6","1","GBIF"
"1854","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613697,-118.831665,"2019","7","26","GBIF"
"1855","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613403,-118.83171,"2019","6","10","GBIF"
"1856","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613697,-118.831665,"2019","7","26","GBIF"
"1857","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.613403,-118.83171,"2019","6","8","GBIF"
"1858","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613403,-118.83171,"2019","6","8","GBIF"
"1859","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613403,-118.83171,"2019","6","11","GBIF"
"1860","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Melospiza","Melospiza melodia",37.613403,-118.83171,"2019","6","10","GBIF"
"1861","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613403,-118.83171,"2019","6","6","GBIF"
"1862","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus",37.613403,-118.83171,"2019","6","8","GBIF"
"1863","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",37.613403,-118.83171,"2019","6","8","GBIF"
"1864","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613403,-118.83171,"2019","6","11","GBIF"
"1865","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.61389,-118.83225,"2019","6","18","GBIF"
"1866","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus calliope",37.613403,-118.83171,"2019","6","11","GBIF"
"1867","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613403,-118.83171,"2019","6","6","GBIF"
"1868","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613846,-118.831726,"2019","5","8","GBIF"
"1869","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613403,-118.83171,"2019","6","9","GBIF"
"1870","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga ludoviciana",37.61389,-118.83225,"2019","6","18","GBIF"
"1871","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613403,-118.83171,"2019","6","1","GBIF"
"1872","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","6","10","GBIF"
"1873","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.613403,-118.83171,"2019","6","10","GBIF"
"1874","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613403,-118.83171,"2019","6","10","GBIF"
"1875","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.61389,-118.83225,"2019","6","18","GBIF"
"1876","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica hudsonia",37.613403,-118.83171,"2019","6","1","GBIF"
"1877","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.613403,-118.83171,"2019","6","8","GBIF"
"1878","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor",37.613403,-118.83171,"2019","6","8","GBIF"
"1879","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus",37.613403,-118.83171,"2019","6","10","GBIF"
"1880","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus sordidulus",37.613403,-118.83171,"2019","6","8","GBIF"
"1881","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","5","31","GBIF"
"1882","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",37.613403,-118.83171,"2019","6","8","GBIF"
"1883","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",37.613403,-118.83171,"2019","6","10","GBIF"
"1884","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax traillii",37.613403,-118.83171,"2019","6","8","GBIF"
"1885","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613403,-118.83171,"2019","6","6","GBIF"
"1886","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor",37.613403,-118.83171,"2019","6","1","GBIF"
"1887","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",37.613403,-118.83171,"2019","6","8","GBIF"
"1888","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus melanocephalus",37.613403,-118.83171,"2019","5","31","GBIF"
"1889","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613403,-118.83171,"2019","6","1","GBIF"
"1890","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor",37.613403,-118.83171,"2019","5","31","GBIF"
"1891","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613403,-118.83171,"2019","6","9","GBIF"
"1892","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613403,-118.83171,"2019","6","10","GBIF"
"1893","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous cassinii",37.613403,-118.83171,"2019","6","1","GBIF"
"1894","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",37.613403,-118.83171,"2019","5","31","GBIF"
"1895","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",37.613403,-118.83171,"2019","6","1","GBIF"
"1896","Animalia","Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus migratorius",37.613403,-118.83171,"2019","5","31","GBIF"
"1897","Animalia","Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila caerulea",37.613403,-118.83171,"2019","6","8","GBIF"
"1898","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Passerina","Passerina amoena",37.613403,-118.83171,"2019","6","8","GBIF"
"1899","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.614914,-118.819565,"2019","6","1","GBIF"
"1900","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo gilvus",37.613403,-118.83171,"2019","6","6","GBIF"
"1901","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613403,-118.83171,"2019","6","1","GBIF"
"1902","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613403,-118.83171,"2019","5","31","GBIF"
"1903","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613403,-118.83171,"2019","5","31","GBIF"
"1904","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613403,-118.83171,"2019","6","9","GBIF"
"1905","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile","Poecile gambeli",37.613403,-118.83171,"2019","6","8","GBIF"
"1906","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613403,-118.83171,"2019","6","8","GBIF"
"1907","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.613403,-118.83171,"2019","6","6","GBIF"
"1908","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613403,-118.83171,"2019","5","31","GBIF"
"1909","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus",37.61389,-118.83225,"2019","6","18","GBIF"
"1910","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613403,-118.83171,"2019","6","6","GBIF"
"1911","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613403,-118.83171,"2019","6","8","GBIF"
"1912","Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus","Sphyrapicus ruber",37.613403,-118.83171,"2019","6","9","GBIF"
"1913","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.613403,-118.83171,"2019","6","10","GBIF"
"1914","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",37.613403,-118.83171,"2019","5","31","GBIF"
"1915","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",37.613403,-118.83171,"2019","6","11","GBIF"
"1916","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",37.613403,-118.83171,"2019","6","8","GBIF"
"1917","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.613403,-118.83171,"2019","6","9","GBIF"
"1918","Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","Euphagus cyanocephalus",37.613403,-118.83171,"2019","6","8","GBIF"
"1919","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius vociferus",37.61389,-118.83225,"2019","6","18","GBIF"
"1920","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613403,-118.83171,"2019","5","31","GBIF"
"1921","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus","Archilochus alexandri",37.613403,-118.83171,"2019","6","8","GBIF"
"1922","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Oreortyx","Oreortyx pictus",37.613403,-118.83171,"2019","6","6","GBIF"
"1923","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Spizella","Spizella breweri",37.613403,-118.83171,"2019","6","6","GBIF"
"1924","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",37.613403,-118.83171,"2019","6","8","GBIF"
"1925","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo maculatus",37.613403,-118.83171,"2019","6","6","GBIF"
"1926","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga petechia",37.613403,-118.83171,"2019","6","9","GBIF"
"1927","Animalia","Chordata","Aves","Passeriformes","Passerellidae","Pipilo","Pipilo chlorurus",37.613403,-118.83171,"2019","6","8","GBIF"
"1928","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",37.613403,-118.83171,"2019","5","31","GBIF"
"1929","Animalia","Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis tolmiei",37.613403,-118.83171,"2019","6","1","GBIF"
"1930","Animalia","Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus ater",37.613403,-118.83171,"2019","5","31","GBIF"
"1931","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",37.613403,-118.83171,"2019","6","1","GBIF"
"1932","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","6","1","GBIF"
"1933","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes auratus",37.613403,-118.83171,"2019","6","6","GBIF"
"1934","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613403,-118.83171,"2019","5","31","GBIF"
"1935","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",37.613403,-118.83171,"2019","5","31","GBIF"
"1936","Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus bullockii",37.613846,-118.831726,"2019","5","8","GBIF"
"1937","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes aedon",37.613846,-118.831726,"2019","5","8","GBIF"
