"","species","year","month","day","class_common","location","decimalLatitude","decimalLongitude","count_print"
"10794","Tachycineta thalassina",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10795","Podiceps nigricollis",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10796","Haliaeetus leucocephalus",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10797","Pheucticus melanocephalus",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10798","Vireo gilvus",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10799","Setophaga petechia",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10800","Euphagus cyanocephalus",2020,8,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10801","Branta canadensis",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10802","Spatula cyanoptera",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10803","Mareca strepera",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10804","Pipilo chlorurus",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10805","Artemisiospiza nevadensis",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10806","Pipilo chlorurus",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10807","Spizella breweri",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10808","Melospiza melodia",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10809","Spatula clypeata",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10810","Troglodytes aedon",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10811","Cathartes aura",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10812","Pipilo chlorurus",2020,8,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10813","Branta canadensis",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10814","Piranga ludoviciana",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10815","Turdus migratorius",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10816","Empidonax oberholseri",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10817","Larus californicus",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10818","Spizella breweri",2020,8,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10819","Icterus bullockii",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10820","Larus californicus",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10821","Molothrus ater",2020,8,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10822","Oreoscoptes montanus",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10823","Corvus corax",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10824","Leiothlypis celata",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10825","Actitis macularius",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10826","Poecile gambeli",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10827","Setophaga petechia",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10828","Haemorhous cassinii",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10829","Falco sparverius",2020,7,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10830","Euphagus cyanocephalus",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10831","Melospiza melodia",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10832","Colaptes auratus",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10833","Contopus sordidulus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10834","Agelaius phoeniceus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10835","Cyanocitta stelleri",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10836","Euphagus cyanocephalus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10837","Troglodytes aedon",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10838","Euphagus cyanocephalus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10839","Pheucticus melanocephalus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10840","Colaptes auratus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10841","Spinus psaltria",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10842","Contopus sordidulus",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10843","Larus californicus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10844","Sphyrapicus ruber",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10845","Troglodytes aedon",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10846","Charadrius vociferus",2020,6,12,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10847","Euphagus cyanocephalus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10848","Piranga ludoviciana",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10849","Pipilo chlorurus",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10850","Haemorhous cassinii",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10851","Turdus migratorius",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10852","Turdus migratorius",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10853","Leuconotopicus villosus",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10854","Buteo lagopus",2020,1,28,"Birds","Outside SNARL",37.62953,-118.8131,"210 species"
"10855","Poecile gambeli",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10856","Oxyura jamaicensis",2020,2,26,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10857","Bucephala albeola",2020,2,26,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10858","Leiothlypis celata",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10859","Mareca strepera",2020,2,26,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10860","Sitta carolinensis",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10861","Tachycineta thalassina",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10862","Sitta carolinensis",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10863","Nucifraga columbiana",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10864","Spinus psaltria",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10865","Corvus corax",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10866","Junco hyemalis",2020,6,20,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10867","Troglodytes aedon",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10868","Oxyura jamaicensis",2004,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10869","Regulus calendula",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10870","Sayornis nigricans",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10871","Buteo jamaicensis",2020,6,17,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10872","Anas platyrhynchos",2020,2,26,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10873","Melospiza melodia",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10874","Troglodytes aedon",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10875","Bucephala clangula",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10876","Junco hyemalis",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10877","Corvus corax",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10878","Setophaga coronata",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10879","Passerella iliaca",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10880","Falco sparverius",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10881","Mergus merganser",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10882","Pipilo maculatus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10883","Poecile gambeli",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10884","Passerella iliaca",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10885","Anas acuta",2020,2,26,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10886","Colaptes auratus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10887","Sphyrapicus ruber",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10888","Poecile gambeli",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10889","Turdus migratorius",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10890","Haemorhous cassinii",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10891","Falco sparverius",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10892","Branta canadensis",2020,2,26,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10893","Colaptes auratus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10894","Haemorhous cassinii",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10895","Sitta carolinensis",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10896","Mergus merganser",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10897","Sayornis nigricans",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10898","Dendragapus fuliginosus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10899","Regulus calendula",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10900","Sphyrapicus ruber",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10901","Bucephala albeola",2004,7,18,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10902","Dendragapus fuliginosus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10903","Setophaga coronata",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10904","Pipilo maculatus",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10905","Nucifraga columbiana",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10906","Junco hyemalis",2020,4,16,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10907","Buteo lagopus",2020,1,24,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10908","Setophaga petechia",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10909","Poecile gambeli",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10910","Pipilo chlorurus",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10911","Nucifraga columbiana",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10912","Icterus bullockii",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10913","Troglodytes aedon",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10914","Nucifraga columbiana",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10915","Euphagus cyanocephalus",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10916","Turdus migratorius",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10917","Podiceps nigricollis",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10918","Melospiza melodia",1976,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10919","Corvus corax",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10920","Pheucticus melanocephalus",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10921","Pica hudsonia",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10922","Bombycilla cedrorum",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10923","Poecile gambeli",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10924","Pica hudsonia",2020,12,19,"Birds","Outside SNARL",37.606564,-118.805756,"210 species"
"10925","Fulica americana",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10926","Aquila chrysaetos",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10927","Cinclus mexicanus",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"10928","Fulica americana",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"10929","Leuconotopicus villosus",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10930","Anser caerulescens",2020,10,26,"Birds","Outside SNARL",37.61062,-118.80829,"210 species"
"10931","Oxyura jamaicensis",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10932","Tachycineta thalassina",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10933","Spatula cyanoptera",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10934","Podilymbus podiceps",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10935","Falco sparverius",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10936","Nucifraga columbiana",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10937","Poecile gambeli",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10938","Junco hyemalis",2020,12,19,"Birds","Outside SNARL",37.606564,-118.805756,"210 species"
"10939","Cinclus mexicanus",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10940","Bucephala clangula",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"10941","Regulus calendula",1976,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10942","Passerculus sandwichensis",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10943","Contopus sordidulus",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10944","Recurvirostra americana",1997,6,29,"Birds","Outside SNARL",37.63045,-118.810776,"210 species"
"10945","Haemorhous cassinii",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10946","Nucifraga columbiana",2020,10,29,"Birds","Outside SNARL",37.599937,-118.85407,"210 species"
"10947","Sphyrapicus ruber",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10948","Eremophila alpestris",1997,6,29,"Birds","Outside SNARL",37.63045,-118.810776,"210 species"
"10949","Poecile gambeli",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10950","Cyanocitta stelleri",2020,10,29,"Birds","Outside SNARL",37.599937,-118.85407,"210 species"
"10951","Dendragapus fuliginosus",2020,10,18,"Birds","Outside SNARL",37.595158,-118.84787,"210 species"
"10952","Pica hudsonia",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10953","Haemorhous cassinii",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10954","Zonotrichia leucophrys",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10955","Fulica americana",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10956","Turdus migratorius",1976,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10957","Turdus migratorius",2020,11,3,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"10958","Nucifraga columbiana",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10959","Spatula clypeata",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10960","Pelecanus erythrorhynchos",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10961","Megaceryle alcyon",2020,11,3,"Birds","Outside SNARL",37.618744,-118.82088,"210 species"
"10962","Setophaga coronata",2020,10,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10963","Pipilo maculatus",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10964","Regulus calendula",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10965","Larus californicus",1976,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10966","Troglodytes aedon",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10967","Passerella iliaca",1976,4,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10968","Sitta carolinensis",2020,10,29,"Birds","Outside SNARL",37.599937,-118.85407,"210 species"
"10969","Pica hudsonia",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10970","Mergus merganser",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10971","Spinus psaltria",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10972","Psaltriparus minimus",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10973","Pica hudsonia",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10974","Poecile gambeli",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10975","Bucephala clangula",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"10976","Corvus corax",2020,11,3,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"10977","Fulica americana",2020,8,3,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10978","Pica hudsonia",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10979","Molothrus ater",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10980","Zonotrichia leucophrys",2020,10,29,"Birds","Outside SNARL",37.599937,-118.85407,"210 species"
"10981","Setophaga coronata",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10982","Myadestes townsendi",2020,11,3,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"10983","Turdus migratorius",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"10984","Oreoscoptes montanus",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10985","Plegadis chihi",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10986","Recurvirostra americana",2020,8,3,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"10987","Pica hudsonia",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10988","Passerella iliaca",2020,10,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10989","Junco hyemalis",2020,12,19,"Birds","Outside SNARL",37.606564,-118.805756,"210 species"
"10990","Bucephala clangula",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10991","Colaptes auratus",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10992","Euphagus cyanocephalus",2020,9,3,"Birds","Outside SNARL",37.632465,-118.80988,"210 species"
"10993","Junco hyemalis",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10994","Pipilo chlorurus",2020,6,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10995","Passerella iliaca",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10996","Pooecetes gramineus",2020,9,3,"Birds","Outside SNARL",37.632465,-118.80988,"210 species"
"10997","Psaltriparus minimus",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10998","Euphagus cyanocephalus",2015,10,12,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"10999","Molothrus ater",2011,7,13,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11000","Junco hyemalis",2020,10,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11001","Leuconotopicus villosus",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11002","Regulus calendula",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11003","Myadestes townsendi",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11004","Pica hudsonia",2020,11,27,"Birds","Outside SNARL",37.619724,-118.822105,"210 species"
"11005","Nucifraga columbiana",2020,8,19,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11006","Cinclus mexicanus",2020,12,20,"Birds","Outside SNARL",37.61924,-118.84209,"210 species"
"11007","Junco hyemalis",2020,10,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11008","Spizella breweri",2020,9,3,"Birds","Outside SNARL",37.632465,-118.80988,"210 species"
"11009","Turdus migratorius",2020,10,29,"Birds","Outside SNARL",37.599937,-118.85407,"210 species"
"11010","Pica hudsonia",2020,12,19,"Birds","Outside SNARL",37.606564,-118.805756,"210 species"
"11011","Troglodytes aedon",2020,6,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11012","Spizella breweri",2020,8,3,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11013","Circus cyaneus",2020,9,26,"Birds","Outside SNARL",37.6184,-118.822754,"210 species"
"11014","Oreoscoptes montanus",2020,9,3,"Birds","Outside SNARL",37.632465,-118.80988,"210 species"
"11015","Dendragapus fuliginosus",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11016","Fulica americana",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11017","Melospiza melodia",2007,8,31,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11018","Nucifraga columbiana",2020,11,3,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"11019","Corvus corax",2020,11,30,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11020","Callipepla californica",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11021","Regulus calendula",2020,10,18,"Birds","Outside SNARL",37.595158,-118.84787,"210 species"
"11022","Agelaius phoeniceus",1997,6,29,"Birds","Outside SNARL",37.63045,-118.810776,"210 species"
"11023","Pica hudsonia",1986,12,31,"Birds","Outside SNARL",37.60391,-118.80458,"210 species"
"11024","Poecile gambeli",2020,11,3,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"11025","Fulica americana",2020,11,3,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"11026","Mareca strepera",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11027","Circus cyaneus",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11028","Artemisiospiza nevadensis",2020,9,3,"Birds","Outside SNARL",37.632465,-118.80988,"210 species"
"11029","Spizella breweri",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11030","Myadestes townsendi",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11031","Zonotrichia leucophrys",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11032","Corvus corax",2020,8,8,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11033","Passerella iliaca",2020,10,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11034","Setophaga petechia",2020,8,8,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11035","Pica hudsonia",2020,10,29,"Birds","Outside SNARL",37.599937,-118.85407,"210 species"
"11036","Troglodytes aedon",2020,8,8,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11037","Pica hudsonia",2020,11,3,"Birds","Outside SNARL",37.618744,-118.82088,"210 species"
"11038","Pica hudsonia",2020,11,3,"Birds","Outside SNARL",37.62945,-118.8642,"210 species"
"11039","Zonotrichia leucophrys",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"11040","Artemisiospiza nevadensis",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11041","Colaptes auratus",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11042","Leiothlypis celata",2020,7,21,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"11043","Cinclus mexicanus",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11044","Pipilo chlorurus",2020,7,7,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11045","Poecile gambeli",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"11046","Leuconotopicus villosus",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"11047","Passerculus sandwichensis",2020,9,3,"Birds","Outside SNARL",37.632465,-118.80988,"210 species"
"11048","Tachycineta bicolor",2020,6,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11049","Nucifraga columbiana",2020,11,21,"Birds","Outside SNARL",37.59117,-118.85168,"210 species"
"11050","Melospiza melodia",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11051","Aphelocoma woodhouseii",1986,12,31,"Birds","Outside SNARL",37.60391,-118.80458,"210 species"
"11052","Charadrius vociferus",1997,6,29,"Birds","Outside SNARL",37.63045,-118.810776,"210 species"
"11053","Setophaga coronata",2020,10,14,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11054","Pipilo chlorurus",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11055","Corvus corax",2020,10,26,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11056","Branta canadensis",1986,12,31,"Birds","Outside SNARL",37.60391,-118.80458,"210 species"
"11057","Setophaga coronata",2020,10,18,"Birds","Outside SNARL",37.595158,-118.84787,"210 species"
"11058","Tachycineta thalassina",2020,6,25,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11059","Branta canadensis",2020,7,27,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11060","Leuconotopicus villosus",2020,7,21,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"11061","Euphagus cyanocephalus",2020,8,3,"Birds","Outside SNARL",37.619064,-118.87791,"210 species"
"11062","Junco hyemalis",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11063","Salpinctes obsoletus",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11064","Turdus migratorius",2020,7,21,"Birds","Outside SNARL",37.585335,-118.86421,"210 species"
"11065","Pheucticus melanocephalus",2020,7,2,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11066","Pica hudsonia",2020,8,8,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
"11067","Euphagus cyanocephalus",2020,6,18,"Birds","Outside SNARL",37.591084,-118.85198,"210 species"
